m,d,p,rho,Fx,Fy,Fz,Tx,Ty,Tz
3,0.009,3,0.0665,-0.23591,-0.016272,0.404416,-0.013188,-0.136766,-0.012189
3,0.009,3,0.0684,-0.166488,0.001118,0.390252,-0.012682,-0.129165,-0.004996
3,0.009,3,0.0703,-0.179077,-0.003106,0.366103,-0.011529,-0.123224,-0.006444
3,0.009,3,0.0722,-0.298475,-0.034675,0.529437,-0.026565,-0.012746,-0.013624
3,0.009,3,0.0741,-0.218316,0.000107,0.467149,-0.024744,-0.007919,-0.011983
3,0.009,3,0.076,-0.200223,0.001215,0.440038,-0.022876,-0.007526,-0.012521
3,0.009,3,0.0779,-0.219352,-0.000511,0.393789,-0.021362,-0.006734,-0.012868
3,0.009,3,0.0817,-0.235081,0.008916,0.361113,-0.020754,-0.00877,-0.012542
3,0.009,3,0.0836,-0.219204,-0.005934,0.288432,-0.018163,-0.011042,-0.009661
3,0.009,3,0.0854,-0.240002,0.016419,0.296777,-0.017618,-0.009888,-0.012784
3,0.009,3,0.0873,-0.217035,-0.004928,0.273888,-0.016255,-0.004178,-0.010391
3,0.009,3,0.0891,-0.206914,-0.017738,0.260317,-0.015113,-0.003555,-0.010088
3,0.009,3,0.0909,-0.198478,-0.00291,0.256877,-0.015189,-0.000384,-0.009461
3,0.009,3,0.0927,-0.220887,0.025136,0.274042,-0.017377,0.001086,-0.013179
3,0.009,3,0.0945,-0.200919,0.00994,0.28689,-0.017087,0.006903,-0.012261
3,0.009,3,0.0963,-0.204238,0.028437,0.314531,-0.016163,0.012235,-0.012091
3,0.009,3,0.0981,-0.203461,0.001666,0.283662,-0.015113,0.013929,-0.009596
3,0.009,3,0.1015,-0.217338,-0.012288,0.325785,-0.016626,0.022411,-0.008717
3,0.009,3,0.1032,-0.213092,-0.016741,0.291583,-0.014851,0.021789,-0.008436
3,0.009,3,0.1049,-0.235384,-0.003591,0.327978,-0.017046,0.025536,-0.010513
3,0.009,3,0.1065,-0.232571,0.000846,0.310091,-0.015036,0.02757,-0.010451
3,0.009,3,0.1081,-0.268209,-0.010082,0.323326,-0.016004,0.031745,-0.00915
3,0.009,3,0.1113,-0.254623,-0.015146,0.310204,-0.014327,0.032496,-0.008787
3,0.009,3,0.1128,-0.304268,-0.019923,0.275747,-0.01375,0.032307,-0.011209
3,0.009,3,0.1143,-0.344263,0.009114,0.366708,-0.014392,0.040677,-0.012708
3,0.009,3,0.1172,-0.355485,0.002635,0.287074,-0.012455,0.038435,-0.014165
3,0.009,3,0.1186,-0.377007,-0.005769,0.287151,-0.013003,0.04104,-0.01404
3,0.009,3,0.12,-0.386946,0.003086,0.276908,-0.011647,0.041226,-0.014091
3,0.009,3,0.1226,-0.388161,-0.02192,0.299185,-0.013193,0.046598,-0.011862
3,0.009,3,0.1239,-0.398466,0.002032,0.278254,-0.011779,0.046371,-0.014664
3,0.009,3,0.1263,-0.398579,-0.003085,0.261943,-0.010845,0.047303,-0.013788
3,0.009,3,0.1286,-0.422537,0.000155,0.261526,-0.010481,0.051055,-0.014678
3,0.009,3,0.1307,-0.446255,-0.004016,0.249485,-0.010076,0.052864,-0.015132
3,0.009,3,0.1326,-0.472223,0.002291,0.226688,-0.00855,0.054019,-0.016813
3,0.009,3,0.1343,-0.479211,0.00167,0.199044,-0.007348,0.054266,-0.016172
3,0.009,3,0.1359,-0.495973,0.005275,0.197722,-0.006983,0.057305,-0.016974
3,0.009,3,0.1379,-0.525289,0.001493,0.161112,-0.005475,0.059734,-0.018008
3,0.009,3,0.1399,-0.566379,-0.000986,0.109388,-0.003773,0.062417,-0.018624
3,0.009,4,0,-0.044503,-0.006075,-0.004876,-0.001699,0.012927,-0.001818
3,0.009,4,0.0024,-0.093877,-0.004151,0.055226,-0.003032,0.01034,-0.004174
3,0.009,4,0.004,-0.110049,-0.02556,0.050697,-0.006997,0.013116,-0.007903
3,0.009,4,0.0061,-0.24381,0.022905,0.110096,0.00134,0.025115,-0.00389
3,0.009,4,0.0086,-0.180127,0.004311,0.088466,-0.002826,0.01356,-0.004177
3,0.009,4,0.0105,-0.194639,0.019749,0.122553,-0.000136,0.00377,-0.00227
3,0.009,4,0.0126,-0.19009,0.009779,0.190001,-0.004149,-0.019682,-0.003028
3,0.009,4,0.0148,-0.255347,0.002736,0.240131,-0.008668,-0.026645,-0.009456
3,0.009,4,0.0172,-0.356565,0.023984,0.225287,-0.003444,-0.009332,-0.003406
3,0.009,4,0.0184,-0.40731,-0.0007,0.325345,-0.009564,-0.035718,-0.014401
3,0.009,4,0.021,-0.254921,0.016248,0.340546,-0.009299,-0.069065,-0.003637
3,0.009,4,0.0224,-0.24977,0.009327,0.26191,-0.007659,-0.046751,-0.007017
3,0.009,4,0.0252,-0.282355,-0.00152,0.372103,-0.010985,-0.082163,-0.00889
3,0.009,4,0.0267,-0.408944,-0.023345,0.372927,-0.015706,-0.069703,-0.020526
3,0.009,4,0.0282,-0.412131,-0.000307,0.447256,-0.013573,-0.097607,-0.014299
3,0.009,4,0.0313,-0.447966,-0.010778,0.358572,-0.014077,-0.069719,-0.020937
3,0.009,4,0.0328,-0.403768,-0.012523,0.495763,-0.019398,-0.12422,-0.0196
3,0.009,4,0.0344,-0.317895,-0.021743,0.416717,-0.015312,-0.108013,-0.017139
3,0.009,4,0.0361,-0.283176,-0.005627,0.369542,-0.011491,-0.098304,-0.009794
3,0.009,4,0.0394,-0.305088,0.000321,0.383661,-0.015135,-0.104646,-0.011025
3,0.009,4,0.0411,-0.396879,-0.005931,0.46514,-0.016467,-0.129262,-0.01705
3,0.009,4,0.0429,-0.337902,-0.015753,0.389655,-0.014977,-0.109779,-0.017821
3,0.009,4,0.0446,-0.271551,-0.013717,0.405231,-0.013718,-0.120487,-0.012912
3,0.009,4,0.0464,-0.400691,-0.023524,0.414427,-0.014664,-0.118911,-0.019224
3,0.009,4,0.0482,-0.285599,0.016348,0.435379,-0.014849,-0.132894,-0.00567
3,0.009,4,0.0518,-0.297188,0.001137,0.420706,-0.013646,-0.131802,-0.008818
3,0.009,4,0.0536,-0.270254,0.013506,0.374188,-0.013226,-0.117457,-0.005054
3,0.009,4,0.0555,-0.281817,-0.019682,0.372363,-0.0122,-0.117683,-0.014795
3,0.009,4,0.0573,-0.264435,-0.007697,0.354696,-0.011096,-0.113702,-0.01129
3,0.009,4,0.0592,-0.282506,0.015567,0.436112,-0.014923,-0.142849,-0.00518
3,0.009,4,0.0611,-0.242485,0.010239,0.394646,-0.013418,-0.128932,-0.005031
3,0.009,4,0.063,-0.215024,0.002415,0.395666,-0.012256,-0.129576,-0.006085
3,0.009,4,0.0648,-0.295057,0.001279,0.399802,-0.013572,-0.134093,-0.010153
3,0.009,4,0.0667,-0.180577,-0.007348,0.416358,-0.013839,-0.137123,-0.008212
3,0.009,4,0.0686,-0.203149,0.000454,0.382853,-0.012627,-0.127492,-0.006776
3,0.009,4,0.0706,-0.162412,0.013818,0.389918,-0.013626,-0.12842,-0.001557
3,0.009,4,0.0725,-0.16185,-0.025371,0.372115,-0.02828,-0.013934,-0.020102
3,0.009,4,0.0744,-0.122901,0.013836,0.296528,-0.027825,-0.010914,-0.016256
3,0.009,4,0.0763,-0.065136,-0.014474,0.269231,-0.025301,-0.007534,-0.015338
3,0.009,4,0.0781,-0.114905,0.027152,0.315382,-0.028238,-0.008318,-0.019278
3,0.009,4,0.08,-0.038202,0.001382,0.242197,-0.023991,-0.002463,-0.015245
3,0.009,4,0.0838,-0.063103,-0.003077,0.213331,-0.021244,-0.004623,-0.015135
3,0.009,4,0.0856,-0.067536,0.021592,0.270577,-0.024063,2.4E-05,-0.017443
3,0.009,4,0.0875,-0.047385,0.02258,0.233466,-0.021258,0.00507,-0.014238
3,0.009,4,0.0893,-0.065178,-0.008803,0.299841,-0.021169,0.009658,-0.013643
3,0.009,4,0.0911,-0.047311,-0.000232,0.281194,-0.02185,0.015888,-0.012537
3,0.009,4,0.0929,-0.101654,-0.05435,0.266624,-0.022206,0.01019,-0.008958
3,0.009,4,0.0947,-0.102064,0.009528,0.267164,-0.021799,0.013979,-0.013515
3,0.009,4,0.0964,-0.104174,0.000305,0.245543,-0.020581,0.017062,-0.012669
3,0.009,4,0.0982,-0.080848,0.013444,0.295408,-0.020233,0.026181,-0.012745
3,0.009,4,0.1016,-0.11937,0.010008,0.304997,-0.020552,0.032126,-0.013724
3,0.009,4,0.1032,-0.134739,-0.003723,0.3179,-0.020742,0.033511,-0.013406
3,0.009,4,0.1049,-0.171014,0.000686,0.321859,-0.01949,0.03358,-0.013747
3,0.009,4,0.1065,-0.171436,0.01657,0.326047,-0.020175,0.039028,-0.014585
3,0.009,4,0.1081,-0.200269,-0.007894,0.3308,-0.01937,0.043957,-0.012839
3,0.009,4,0.1112,-0.222791,0.010579,0.318172,-0.017462,0.043438,-0.014723
3,0.009,4,0.1127,-0.236389,-0.003385,0.282611,-0.016295,0.04389,-0.013676
3,0.009,4,0.1142,-0.286962,0.013033,0.308828,-0.016241,0.047776,-0.016842
3,0.009,4,0.117,-0.325724,0.014716,0.304367,-0.015318,0.051491,-0.018226
3,0.009,4,0.1184,-0.32376,0.006648,0.303402,-0.015967,0.051246,-0.015751
3,0.009,4,0.121,-0.355262,-0.00308,0.291953,-0.014505,0.052993,-0.015691
3,0.009,4,0.1223,-0.379918,0.006099,0.292376,-0.014237,0.054331,-0.017525
3,0.009,4,0.1247,-0.420566,-0.011531,0.27342,-0.01365,0.055638,-0.015428
3,0.009,4,0.127,-0.457475,0.002224,0.276918,-0.012532,0.059257,-0.017983
3,0.009,4,0.128,-0.476952,0.00872,0.251275,-0.011067,0.058544,-0.019714
3,0.009,4,0.13,-0.506803,-0.000611,0.255417,-0.010919,0.061903,-0.018486
3,0.009,4,0.1327,-0.537959,-0.008415,0.218898,-0.00988,0.063213,-0.018027
3,0.009,4,0.1343,-0.562663,-0.000224,0.21875,-0.008922,0.0662,-0.0199
3,0.009,4,0.1363,-0.604202,0.003452,0.189369,-0.006641,0.069224,-0.020924
3,0.009,4,0.1383,-0.610939,0.005822,0.144522,-0.004785,0.068963,-0.020763
3,0.009,4,0.14,-0.654143,-0.005306,0.010637,-0.000887,0.071695,-0.021138
3,0.009,5,0,-0.022088,-0.002659,0.012656,-0.001404,0.003654,-0.001461
3,0.009,5,0.0023,-0.078238,-0.00043,0.035111,-0.001487,0.01088,-0.002938
3,0.009,5,0.0045,-0.187827,-0.002306,0.092203,-0.004119,0.019797,-0.005932
3,0.009,5,0.0067,-0.265037,-0.002257,0.124441,-0.003222,0.024013,-0.007611
3,0.009,5,0.0084,-0.288221,-0.012311,0.191655,-0.007769,0.00658,-0.010028
3,0.009,5,0.0103,-0.213833,-0.005149,0.179135,-0.007547,-0.008717,-0.008401
3,0.009,5,0.0123,-0.28119,0.012594,0.25936,-0.006397,-0.022682,-0.005444
3,0.009,5,0.0146,-0.288429,0.008202,0.238002,-0.008558,-0.019629,-0.007555
3,0.009,5,0.0169,-0.316585,0.018,0.265493,-0.006356,-0.028144,-0.005434
3,0.009,5,0.0182,-0.314204,-0.037692,0.324068,-0.014656,-0.049862,-0.019223
3,0.009,5,0.0208,-0.296897,-0.006152,0.333469,-0.014926,-0.059282,-0.015406
3,0.009,5,0.0221,-0.335681,0.010928,0.312039,-0.008341,-0.049474,-0.005623
3,0.009,5,0.0249,-0.379257,0.015818,0.398356,-0.011425,-0.077641,-0.008455
3,0.009,5,0.0264,-0.391404,-0.01105,0.360412,-0.013765,-0.067729,-0.015769
3,0.009,5,0.0294,-0.425598,0.0044,0.417392,-0.014336,-0.088288,-0.01193
3,0.009,5,0.0309,-0.342683,0.017008,0.374431,-0.010178,-0.086055,-0.00747
3,0.009,5,0.0325,-0.297444,0.031763,0.367945,-0.010183,-0.091082,-0.001375
3,0.009,5,0.0341,-0.384677,-0.013346,0.441028,-0.015108,-0.109401,-0.01489
3,0.009,5,0.0374,-0.430813,-0.006167,0.424364,-0.014418,-0.105779,-0.017811
3,0.009,5,0.0391,-0.362028,-0.029905,0.42735,-0.016362,-0.114024,-0.020876
3,0.009,5,0.0408,-0.457305,0.014493,0.480436,-0.014832,-0.127559,-0.008488
3,0.009,5,0.0425,-0.486703,0.002463,0.513561,-0.016849,-0.141174,-0.013644
3,0.009,5,0.0442,-0.40516,0.032633,0.560631,-0.019725,-0.165198,-0.005137
3,0.009,5,0.0478,-0.35375,0.011525,0.476146,-0.014909,-0.143135,-0.008306
3,0.009,5,0.0496,-0.311363,-0.002548,0.435415,-0.012555,-0.132654,-0.008877
3,0.009,5,0.0514,-0.374963,0.024189,0.454638,-0.014145,-0.139846,-0.005423
3,0.009,5,0.0532,-0.383937,-0.006706,0.477033,-0.016715,-0.149553,-0.014572
3,0.009,5,0.0551,-0.29313,-0.015447,0.458771,-0.014965,-0.145511,-0.014836
3,0.009,5,0.0569,-0.244371,0.00063,0.451675,-0.014641,-0.144216,-0.008132
3,0.009,5,0.0588,-0.266832,-0.027039,0.419683,-0.013494,-0.134593,-0.017309
3,0.009,5,0.0607,-0.248223,-0.010078,0.435307,-0.013637,-0.140517,-0.010479
3,0.009,5,0.0625,-0.286304,-0.010435,0.445429,-0.01444,-0.146203,-0.012789
3,0.009,5,0.0644,-0.227391,-0.009641,0.413861,-0.013153,-0.135885,-0.010865
3,0.009,5,0.0663,-0.201591,-0.011817,0.424979,-0.013829,-0.138921,-0.009997
3,0.009,5,0.0682,-0.212214,0.003477,0.424641,-0.013558,-0.140175,-0.00542
3,0.009,5,0.0701,-0.143452,0.008892,0.385215,-0.01325,-0.124982,-0.002114
3,0.009,5,0.072,-0.213462,-0.020764,0.374258,-0.035416,-0.005438,-0.023686
3,0.009,5,0.0758,-0.161839,0.00276,0.228411,-0.030175,-0.011973,-0.02219
3,0.009,5,0.0777,-0.107182,0.029617,0.101943,-0.026654,-0.015116,-0.021966
3,0.009,5,0.0796,-0.062066,0.025583,0.081703,-0.025423,-0.006229,-0.01893
3,0.009,5,0.0815,-0.176293,0.006099,0.238802,-0.026495,-0.002185,-0.021716
3,0.009,5,0.0833,-0.101681,0.01406,0.147247,-0.022,-0.001203,-0.020242
3,0.009,5,0.0852,-0.074965,-0.016265,0.186117,-0.02141,0.005874,-0.016046
3,0.009,5,0.087,-0.090315,0.027215,0.244357,-0.02596,0.014146,-0.019767
3,0.009,5,0.0888,-0.067302,-0.001816,0.117541,-0.022749,0.005341,-0.016545
3,0.009,5,0.0906,-0.132981,0.028351,0.268844,-0.027381,0.015176,-0.018761
3,0.009,5,0.0924,-0.084754,0.040423,0.24156,-0.024792,0.022872,-0.019435
3,0.009,5,0.0941,-0.104779,-0.013417,0.305792,-0.025303,0.030074,-0.014483
3,0.009,5,0.0976,-0.117163,-0.02111,0.300031,-0.024627,0.034967,-0.013599
3,0.009,5,0.0993,-0.156498,-0.027461,0.290621,-0.022126,0.036449,-0.013875
3,0.009,5,0.101,-0.163269,0.006839,0.305211,-0.021707,0.038336,-0.016007
3,0.009,5,0.1026,-0.190232,0.004725,0.32505,-0.023085,0.04303,-0.016845
3,0.009,5,0.1043,-0.209296,0.039003,0.272055,-0.018175,0.041233,-0.01883
3,0.009,5,0.1074,-0.233988,0.010214,0.338532,-0.022378,0.049794,-0.016037
3,0.009,5,0.109,-0.262559,0.004986,0.327163,-0.021022,0.053545,-0.016923
3,0.009,5,0.1105,-0.289202,-0.005194,0.334268,-0.021016,0.057415,-0.016957
3,0.009,5,0.1134,-0.343173,0.000383,0.332375,-0.020337,0.059933,-0.01836
3,0.009,5,0.1148,-0.350852,-0.013902,0.338562,-0.020507,0.059845,-0.017075
3,0.009,5,0.1162,-0.38366,0.005876,0.337402,-0.017996,0.062907,-0.018593
3,0.009,5,0.1189,-0.389565,-0.010554,0.317501,-0.017842,0.061797,-0.017353
3,0.009,5,0.1201,-0.43183,-0.003931,0.317003,-0.017404,0.064304,-0.018915
3,0.009,5,0.1226,-0.494147,0.027163,0.278818,-0.013073,0.062909,-0.023186
3,0.009,5,0.1249,-0.532424,-0.005541,0.255014,-0.012665,0.061892,-0.020775
3,0.009,5,0.127,-0.588727,0.001263,0.225735,-0.012394,0.064365,-0.021622
3,0.009,5,0.1289,-0.590362,0.000957,0.251057,-0.011576,0.068087,-0.021741
3,0.009,5,0.1307,-0.623381,-5.1E-05,0.24927,-0.011385,0.071134,-0.022347
3,0.009,5,0.1323,-0.669072,-0.00286,0.25806,-0.010162,0.075484,-0.022754
3,0.009,5,0.1343,-0.674058,-0.005658,0.223302,-0.008905,0.076954,-0.022418
3,0.009,5,0.1364,-0.703712,0.003372,0.180418,-0.006355,0.078598,-0.023452
3,0.009,5,0.138,-0.752943,0.006742,0.004717,0.000508,0.081625,-0.024955
3,0.005,1,0,-0.051054,-0.002447,0.041696,-0.001744,0.002661,-0.001976
3,0.005,1,0.0022,-0.185906,0.007824,0.092908,-0.0015,0.019259,-0.006577
3,0.005,1,0.0043,-0.333318,-0.0283,0.187569,-0.013215,0.022509,-0.017077
3,0.005,1,0.0059,-0.255282,0.025389,0.271845,-0.002491,-0.023684,-0.001584
3,0.005,1,0.0077,-0.400167,0.001491,0.36804,-0.011319,-0.027903,-0.015924
3,0.005,1,0.0097,-0.337556,0.025166,0.346969,-0.008018,-0.040368,-0.006224
3,0.005,1,0.0118,-0.309465,0.034374,0.363709,-0.007633,-0.056301,-0.003287
3,0.005,1,0.0142,-0.361226,0.003665,0.493577,-0.015137,-0.094724,-0.009249
3,0.005,1,0.0166,-0.400516,0.007236,0.454718,-0.013232,-0.083097,-0.009613
3,0.005,1,0.0179,-0.294144,0.007184,0.379094,-0.011748,-0.077725,-0.007418
3,0.005,1,0.0206,-0.389135,-0.007204,0.516815,-0.018693,-0.115845,-0.015145
3,0.005,1,0.022,-0.34368,-0.004576,0.499008,-0.017759,-0.120095,-0.011368
3,0.005,1,0.0249,-0.351365,-0.001257,0.527419,-0.018108,-0.131962,-0.012587
3,0.005,1,0.0264,-0.474524,0.029809,0.571893,-0.0155,-0.138553,-0.005129
3,0.005,1,0.0279,-0.452018,0.027318,0.597441,-0.01701,-0.154161,-0.004001
3,0.005,1,0.0311,-0.324659,0.006412,0.447174,-0.014721,-0.120715,-0.009453
3,0.005,1,0.0327,-0.333354,0.022142,0.520648,-0.01578,-0.148173,-0.003334
3,0.005,1,0.0343,-0.398886,-0.001621,0.554405,-0.017127,-0.156408,-0.013545
3,0.005,1,0.036,-0.332463,0.019778,0.518741,-0.016098,-0.152155,-0.004789
3,0.005,1,0.0377,-0.318806,-0.021272,0.50049,-0.016416,-0.14911,-0.016655
3,0.005,1,0.0411,-0.357836,-0.033482,0.56528,-0.020443,-0.175129,-0.02188
3,0.005,1,0.0429,-0.327086,-0.004712,0.510868,-0.017475,-0.159219,-0.012657
3,0.005,1,0.0446,-0.296945,-0.023985,0.450058,-0.016427,-0.14109,-0.018001
3,0.005,1,0.0464,-0.378432,0.016824,0.570006,-0.019439,-0.182347,-0.008272
3,0.005,1,0.0482,-0.287875,0.000409,0.47426,-0.015634,-0.152176,-0.009856
3,0.005,1,0.05,-0.231119,0.014158,0.47255,-0.015242,-0.154102,-0.003414
3,0.005,1,0.0519,-0.258687,0.02332,0.491846,-0.016011,-0.161782,-0.001365
3,0.005,1,0.0537,-0.275582,-0.001872,0.519294,-0.016457,-0.173186,-0.009693
3,0.005,1,0.0574,-0.166824,0.007277,0.457779,-0.014775,-0.152523,-0.00346
3,0.005,1,0.0593,-0.165023,0.020329,0.439443,-0.014714,-0.147281,0.001724
3,0.005,1,0.0612,-0.144067,-0.010387,0.460052,-0.013635,-0.153974,-0.007251
3,0.005,1,0.0631,-0.144782,0.000427,0.435919,-0.014841,-0.144941,-0.004094
3,0.005,1,0.065,-0.129787,-0.000583,0.422383,-0.013506,-0.141091,-0.004314
3,0.005,1,0.0669,-0.136567,-0.021258,0.452721,-0.014025,-0.150607,-0.011201
3,0.005,1,0.0688,0.012669,0.005269,0.321388,-0.011241,0.004231,1.3E-05
3,0.005,1,0.0707,-0.065442,-0.006608,0.250645,-0.007541,-0.008291,-0.001526
3,0.005,1,0.0726,-0.081343,-0.004091,0.195442,-0.006869,-0.012258,-0.002524
3,0.005,1,0.0745,-0.092681,0.002154,0.133913,-0.006688,-0.016768,-0.003503
3,0.005,1,0.0764,-0.105675,-0.036929,0.099229,-0.003158,-0.01935,0.000446
3,0.005,1,0.0782,-0.12077,-0.017003,0.086697,-0.002634,-0.019176,-0.002399
3,0.005,1,0.0801,-0.118272,0.009611,-0.001695,-0.000652,-0.027767,-0.005005
3,0.005,1,0.0819,-0.144456,0.020893,-0.026763,-0.00067,-0.033209,-0.006977
3,0.005,1,0.0838,-0.109425,0.009762,0.090243,-0.004824,-0.015551,-0.004629
3,0.005,1,0.0856,-0.112457,-0.0048,0.074171,-0.003914,-0.015094,-0.002892
3,0.005,1,0.0892,-0.116269,0.001876,0.086178,-0.004113,-0.012035,-0.004263
3,0.005,1,0.091,-0.110022,-0.00331,0.142142,-0.004402,-0.004537,-0.003291
3,0.005,1,0.0927,-0.105476,0.001748,0.21136,-0.006594,0.004157,-0.003591
3,0.005,1,0.0945,-0.105852,0.009153,0.153096,-0.006228,-0.000811,-0.004066
3,0.005,1,0.0962,-0.115802,0.003274,0.188299,-0.006971,0.002659,-0.004205
3,0.005,1,0.0979,-0.113813,0.003836,0.159109,-0.003993,0.001474,-0.003854
3,0.005,1,0.1012,-0.113762,-0.007106,0.20732,-0.0064,0.010519,-0.003541
3,0.005,1,0.1028,-0.114518,-0.010023,0.202496,-0.006566,0.011261,-0.002779
3,0.005,1,0.1044,-0.149216,-0.004525,0.237135,-0.008031,0.015211,-0.004499
3,0.005,1,0.1059,-0.145593,0.007629,0.245861,-0.008321,0.018987,-0.005447
3,0.005,1,0.109,-0.14552,-0.001255,0.21361,-0.006904,0.01858,-0.004362
3,0.005,1,0.1104,-0.140139,0.013101,0.199367,-0.006465,0.018621,-0.005894
3,0.005,1,0.1119,-0.140313,-0.005493,0.168798,-0.005844,0.017742,-0.004328
3,0.005,1,0.1146,-0.219993,0.004069,0.215828,-0.006976,0.025271,-0.006783
3,0.005,1,0.116,-0.221162,-0.000785,0.19628,-0.006312,0.024904,-0.007296
3,0.005,1,0.1185,-0.273534,0.007996,0.178702,-0.005465,0.025043,-0.009988
3,0.005,1,0.1197,-0.270098,-0.009117,0.148724,-0.005128,0.023104,-0.008174
3,0.005,1,0.1221,-0.248548,0.007301,0.15839,-0.004825,0.026974,-0.009024
3,0.005,1,0.1242,-0.239219,-0.006327,0.155109,-0.00514,0.02835,-0.007075
3,0.005,1,0.1262,-0.238638,-0.004569,0.147908,-0.005063,0.028961,-0.007186
3,0.005,1,0.1281,-0.243108,0.002565,0.140318,-0.004379,0.029544,-0.008176
3,0.005,1,0.1297,-0.253869,-0.000687,0.127893,-0.004132,0.030141,-0.008184
3,0.005,1,0.1318,-0.257946,0.0011,0.101676,-0.00332,0.029348,-0.008832
3,0.005,1,0.134,-0.254693,-0.001374,0.076209,-0.002546,0.029005,-0.008289
3,0.005,1,0.1357,-0.274056,0.017817,0.043572,0.000245,0.030238,-0.011361
3,0.005,2,0,-0.04712,-0.006103,0.00111,-0.001583,0.011575,-0.001767
3,0.005,2,0.002,-0.066836,-0.002531,0.002526,-0.000807,0.015059,-0.003138
3,0.005,2,0.0039,-0.046177,-0.017138,0.024583,-0.004166,0.003412,-0.005145
3,0.005,2,0.0063,-0.105502,-0.004009,0.031741,-0.00191,0.012544,-0.00352
3,0.005,2,0.0082,-0.125046,-0.006445,0.044327,-0.002161,0.011184,-0.006641
3,0.005,2,0.0101,-0.183235,0.002361,0.077693,-0.001291,0.009876,-0.004368
3,0.005,2,0.0123,-0.124449,0.013851,0.121259,-0.00208,-0.016571,-0.000723
3,0.005,2,0.0146,-0.113613,-0.020257,0.094546,-0.006697,-0.011874,-0.009096
3,0.005,2,0.0158,-0.162491,0.002485,0.141689,-0.004226,-0.020357,-0.004483
3,0.005,2,0.0184,-0.154645,-0.006336,0.146389,-0.00578,-0.026112,-0.006851
3,0.005,2,0.0197,-0.251415,0.003845,0.257481,-0.008582,-0.051213,-0.008817
3,0.005,2,0.0225,-0.158929,-0.020167,0.184068,-0.00827,-0.041934,-0.010776
3,0.005,2,0.0239,-0.202378,0.006967,0.264759,-0.008547,-0.066029,-0.005486
3,0.005,2,0.0269,-0.185867,0.020687,0.223589,-0.006394,-0.057162,-0.000822
3,0.005,2,0.0284,-0.203318,-0.014424,0.234893,-0.009843,-0.060585,-0.010736
3,0.005,2,0.03,-0.197235,0.002961,0.223008,-0.006212,-0.058537,-0.003823
3,0.005,2,0.0332,-0.171596,0.008839,0.2333,-0.007191,-0.066957,-0.004004
3,0.005,2,0.0348,-0.207069,-0.000997,0.243483,-0.008829,-0.069086,-0.007031
3,0.005,2,0.0365,-0.276952,-0.031307,0.24448,-0.009911,-0.067055,-0.021414
3,0.005,2,0.0382,-0.183538,-0.00586,0.22484,-0.008224,-0.06729,-0.008082
3,0.005,2,0.0399,-0.203088,0.027947,0.244977,-0.006689,-0.073798,0.001612
3,0.005,2,0.0433,-0.255291,-0.012406,0.272723,-0.008925,-0.08488,-0.012219
3,0.005,2,0.0451,-0.20413,-0.012341,0.26724,-0.008436,-0.086526,-0.011162
3,0.005,2,0.0469,-0.158014,-0.017048,0.246579,-0.008345,-0.080786,-0.01048
3,0.005,2,0.0487,-0.243667,-0.005472,0.287066,-0.008956,-0.095107,-0.008461
3,0.005,2,0.0505,-0.198423,-0.00315,0.281991,-0.010248,-0.094787,-0.008273
3,0.005,2,0.0524,-0.193952,0.009094,0.285037,-0.010331,-0.097019,-0.003293
3,0.005,2,0.0542,-0.236598,0.002972,0.263906,-0.009115,-0.090943,-0.006647
3,0.005,2,0.0561,-0.164378,0.000498,0.242609,-0.007406,-0.083841,-0.004797
3,0.005,2,0.0579,-0.173955,0.006363,0.256737,-0.009041,-0.089567,-0.005321
3,0.005,2,0.0598,-0.16464,0.003262,0.269254,-0.008666,-0.094103,-0.004175
3,0.005,2,0.0617,-0.151497,-0.007588,0.252624,-0.008828,-0.088345,-0.008078
3,0.005,2,0.0655,-0.123938,-0.027638,0.276007,-0.007735,-0.096423,-0.012368
3,0.005,2,0.0674,-0.125249,-0.003745,0.258515,-0.008067,-0.091068,-0.005071
3,0.005,2,0.0693,-0.15005,-0.004475,0.320606,-0.007376,-0.021837,-0.003973
3,0.005,2,0.0712,-0.195664,-0.031029,0.203475,-0.00029,-0.034643,-0.004251
3,0.005,2,0.0731,-0.16965,-0.011458,0.070865,0.003446,-0.041648,-0.005207
3,0.005,2,0.075,-0.165389,0.012359,0.134367,0.000758,-0.033341,-0.007174
3,0.005,2,0.0769,-0.19,-0.001834,0.068021,-0.00015,-0.041209,-0.006331
3,0.005,2,0.0787,-0.146192,-0.000945,0.202151,-0.003735,-0.024202,-0.004527
3,0.005,2,0.0806,-0.138646,-0.006462,0.153026,-0.000363,-0.024261,-0.004065
3,0.005,2,0.0824,-0.155139,-0.016599,0.057288,0.003025,-0.035161,-0.003055
3,0.005,2,0.0843,-0.138536,-0.009567,0.134408,-1E-04,-0.023892,-0.004118
3,0.005,2,0.0861,-0.132098,-0.010684,0.132091,0.000758,-0.020914,-0.00294
3,0.005,2,0.0879,-0.121533,-0.007934,0.161649,-0.000738,-0.016926,-0.003732
3,0.005,2,0.0897,-0.106345,-0.001451,0.205859,-0.003871,-0.008824,-0.003284
3,0.005,2,0.0932,-0.104065,0.006041,0.214272,-0.004652,-0.005423,-0.003907
3,0.005,2,0.095,-0.127473,-0.003053,0.243196,-0.006852,-0.004372,-0.003397
3,0.005,2,0.0967,-0.110742,-0.002908,0.21086,-0.003439,-0.002808,-0.003978
