m,d,p,rho,Fx,Fy,Fz,Tx,Ty,Tz
2,0.009,5,0.1088,-0.065181,-0.003722,0.243099,-0.00923,0.019335,-0.007654
2,0.009,5,0.1103,-0.076231,0.028462,0.219855,-0.00752,0.01787,-0.012021
2,0.009,5,0.1133,-0.097544,0.017444,0.245706,-0.008524,0.021677,-0.009969
2,0.009,5,0.1147,-0.105082,-0.019311,0.254344,-0.009352,0.022564,-0.006917
2,0.009,5,0.1161,-0.093482,0.008342,0.222939,-0.007514,0.021817,-0.009208
2,0.009,5,0.1187,-0.121699,0.007522,0.219455,-0.007315,0.022301,-0.009587
2,0.009,5,0.1212,-0.198996,-0.000999,0.236724,-0.007047,0.028367,-0.010597
2,0.009,5,0.1224,-0.181108,0.004764,0.235253,-0.006962,0.026637,-0.009811
2,0.009,5,0.1247,-0.204878,-0.009492,0.237898,-0.007408,0.029593,-0.008886
2,0.009,5,0.1268,-0.22115,0.016584,0.214666,-0.004818,0.028396,-0.011773
2,0.009,5,0.1288,-0.242876,0.007707,0.198991,-0.004479,0.028316,-0.010685
2,0.009,5,0.1305,-0.325974,0.002388,0.025005,0.001564,0.033405,-0.013321
2,0.009,5,0.1321,-0.316331,0.019688,0.04906,0.003098,0.033326,-0.013492
2,0.009,5,0.1342,-0.332374,0.006351,0.059469,0.00113,0.034887,-0.012371
2,0.009,5,0.1362,-0.338137,0.006289,0.08024,0.000874,0.035984,-0.011388
2,0.005,1,0,-0.002608,0.000915,0.001599,0.000165,0.000264,0.000119
2,0.005,1,0.0018,-0.366516,-0.044715,0.111874,-0.015114,0.053973,-0.023216
2,0.005,1,0.0042,-0.595923,-0.012686,0.45098,-0.015744,-0.002305,-0.021963
2,0.005,1,0.0064,-0.718886,-0.051881,0.296158,-0.018468,0.051354,-0.036941
2,0.005,1,0.0081,-0.554517,0.018548,0.303667,-0.004396,0.009558,-0.011371
2,0.005,1,0.01,-0.92867,0.025196,0.34054,-0.004447,0.053906,-0.026039
2,0.005,1,0.0121,-0.598421,0.047763,0.454383,-0.009055,-0.048459,-0.00978
2,0.005,1,0.0143,-0.442569,-0.015253,0.403269,-0.013376,-0.064529,-0.015567
2,0.005,1,0.0167,-1.103172,0.044154,0.64021,-0.014742,-0.061357,-0.017384
2,0.005,1,0.018,-0.732952,-0.070539,0.539926,-0.032328,-0.08292,-0.052339
2,0.005,1,0.0206,-0.693073,-0.165287,0.437437,-0.032349,-0.066506,-0.071943
2,0.005,1,0.022,-0.91658,-0.099247,0.527542,-0.028018,-0.076056,-0.06098
2,0.005,1,0.0248,-0.827732,-0.069543,0.468881,-0.020098,-0.079077,-0.044883
2,0.005,1,0.0263,-0.702877,-0.072644,0.402165,-0.021553,-0.074624,-0.046428
2,0.005,1,0.0293,-0.508393,-0.060792,0.43601,-0.016886,-0.111717,-0.033824
2,0.005,1,0.0308,-0.552609,-0.015251,0.37543,-0.013474,-0.091308,-0.019348
2,0.005,1,0.0324,-0.409727,0.054114,0.375792,-0.00666,-0.103539,0.007873
2,0.005,1,0.034,-0.572513,0.0224,0.482577,-0.012731,-0.134363,-0.007651
2,0.005,1,0.0373,-0.671909,-0.0081,0.510964,-0.017598,-0.150068,-0.025593
2,0.005,1,0.039,-0.790257,0.054192,0.461423,-0.012363,-0.132679,-0.002618
2,0.005,1,0.0407,-0.618919,0.015468,0.437935,-0.014152,-0.13534,-0.016897
2,0.005,1,0.0424,-0.448489,0.082671,0.294414,-0.008588,-0.091577,0.012425
2,0.005,1,0.0442,-0.523099,-0.072466,0.369939,-0.011199,-0.120222,-0.039511
2,0.005,1,0.046,-0.395287,0.018408,0.277113,-0.010023,-0.092535,-0.011244
2,0.005,1,0.0496,-0.602714,-0.02057,0.371428,-0.013183,-0.132993,-0.030213
2,0.005,1,0.0514,-0.409189,-0.002349,0.333213,-0.011458,-0.12015,-0.012722
2,0.005,1,0.0532,-0.313594,-0.037984,0.315874,-0.010971,-0.113477,-0.022783
2,0.005,1,0.0551,-0.221542,-0.0051,0.237564,-0.008895,-0.086264,-0.011151
2,0.005,1,0.0569,-0.256185,1.8E-05,0.278097,-0.008504,-0.102289,-0.006952
2,0.005,1,0.0588,-0.266758,0.017481,0.246229,-0.008878,-0.093422,-0.002628
2,0.005,1,0.0607,-0.178215,0.000199,0.219039,-0.007561,-0.080861,-0.004934
2,0.005,1,0.0625,-0.252451,-0.009781,0.295961,-0.009553,-0.112189,-0.011314
2,0.005,1,0.0644,-0.290192,-0.005651,0.287752,-0.008583,-0.112448,-0.010135
2,0.005,1,0.0663,-0.255973,-0.015641,0.252307,-0.007342,-0.09965,-0.014568
2,0.005,1,0.0682,-0.150389,7.7E-05,0.218713,-0.008125,-0.081246,-0.003842
2,0.005,1,0.0701,-0.091426,-0.005207,0.235194,-0.007439,-0.007838,-0.003412
2,0.005,1,0.072,-0.075758,0.006439,0.204193,-0.006894,-0.005146,-0.002956
2,0.005,1,0.0739,-0.102876,0.001222,0.199307,-0.007997,-0.008829,-0.0036
2,0.005,1,0.0758,-0.096335,-0.009089,0.153049,-0.0042,-0.011143,-0.002367
2,0.005,1,0.0796,-0.089943,0.004909,0.158762,-0.004636,-0.005428,-0.003471
2,0.005,1,0.0814,-0.096558,-0.003289,0.149134,-0.003953,-0.007812,-0.003498
2,0.005,1,0.0833,-0.136687,0.046085,0.071289,-0.001017,-0.0147,-0.011983
2,0.005,1,0.0851,-0.059378,-0.007227,0.179556,-0.005804,0.000573,-0.000998
2,0.005,1,0.0869,-0.063004,-0.000902,0.167333,-0.005444,0.001732,-0.001737
2,0.005,1,0.0887,-0.071496,0.009551,0.136085,-0.00599,-0.002018,-0.002937
2,0.005,1,0.0905,-0.084813,0.010403,0.086825,-0.006257,-0.00694,-0.004336
2,0.005,1,0.0923,-0.071849,0.003652,0.148498,-0.00489,0.001624,-0.002997
2,0.005,1,0.0941,-0.069979,-0.001432,0.148109,-0.004553,0.002452,-0.002213
2,0.005,1,0.0958,-0.079995,0.002529,0.136523,-0.005109,0.000873,-0.002143
2,0.005,1,0.0992,-0.084351,-0.01205,0.132117,-0.005701,0.000266,-0.001599
2,0.005,1,0.1009,-0.086393,-0.000622,0.149146,-0.004825,0.003993,-0.002895
2,0.005,1,0.1025,-0.083334,0.007337,0.148992,-0.004798,0.005546,-0.003128
2,0.005,1,0.1041,-0.081658,-0.017674,0.119193,-0.003736,0.003525,-0.000224
2,0.005,1,0.1073,-0.091863,-0.028727,0.127494,-0.004361,0.004838,7.7E-05
2,0.005,1,0.1088,-0.093041,0.002575,0.15797,-0.005403,0.009559,-0.003337
2,0.005,1,0.1103,-0.09364,0.0214,0.1534,-0.004511,0.010174,-0.005128
2,0.005,1,0.1132,-0.109681,-0.00671,0.164944,-0.006026,0.011493,-0.003152
2,0.005,1,0.1146,-0.115159,-0.012463,0.118384,-0.004179,0.010143,-0.002477
2,0.005,1,0.116,-0.110626,0.002877,0.11026,-0.003344,0.009224,-0.004012
2,0.005,1,0.1186,-0.121631,0.002999,0.139821,-0.004782,0.013714,-0.004119
2,0.005,1,0.1199,-0.117169,-0.001967,0.113346,-0.003974,0.011542,-0.003446
2,0.005,1,0.1223,-0.135386,-0.009284,0.093895,-0.003136,0.012019,-0.003609
2,0.005,1,0.1245,-0.141508,0.007072,0.091524,-0.002918,0.01306,-0.005147
2,0.005,1,0.1266,-0.147873,0.003662,0.098871,-0.003065,0.015508,-0.005052
2,0.005,1,0.1285,-0.148427,-0.011345,0.100671,-0.003883,0.01716,-0.003908
2,0.005,1,0.1303,-0.148619,-5E-05,0.080637,-0.002638,0.016131,-0.00509
2,0.005,1,0.1318,-0.171807,-0.004321,0.058833,-0.001875,0.015576,-0.005441
2,0.005,1,0.1338,-0.179034,-0.000462,0.068797,-0.002433,0.019219,-0.006285
2,0.005,1,0.1358,-0.158896,-0.00237,0.038612,-0.001681,0.016629,-0.005251
2,0.005,2,0,-0.35916,-0.055536,-0.022803,-0.013631,0.095044,-0.023647
2,0.005,2,0.0018,-0.159536,0.021041,-0.016995,0.006335,0.041597,-0.002768
2,0.005,2,0.0043,-0.406885,0.010906,-0.027393,0.003406,0.095017,-0.012591
2,0.005,2,0.0059,-0.193144,0.056273,0.076986,0.007748,0.016857,0.008896
2,0.005,2,0.0085,-0.652101,0.090974,-0.146439,0.021667,0.168009,0.002682
2,0.005,2,0.0105,-0.247779,0.004043,0.073764,-0.003563,0.020575,-0.008913
2,0.005,2,0.0127,-0.192815,-0.080297,0.098903,-0.015628,0.000648,-0.027835
2,0.005,2,0.0138,-0.167024,-0.045136,0.092141,-0.009853,-0.003141,-0.0172
2,0.005,2,0.0162,-0.426755,-0.117394,0.076907,-0.017769,0.03729,-0.049815
2,0.005,2,0.0187,-0.653658,0.118485,0.09199,0.012939,0.056274,0.019528
2,0.005,2,0.0201,-0.644703,0.121824,-0.040732,0.015212,0.096182,0.024549
2,0.005,2,0.0228,-0.26446,0.092928,0.115484,0.006795,-0.009107,0.018084
2,0.005,2,0.0243,-0.279123,0.043691,0.143315,-0.001512,-0.019482,0.00496
2,0.005,2,0.0257,-0.342559,-0.018626,0.176254,-0.008109,-0.027078,-0.018215
2,0.005,2,0.0287,-0.339959,-0.06661,0.107178,-0.009352,-0.007971,-0.029868
2,0.005,2,0.0303,-0.228628,-0.009719,0.151535,-0.005598,-0.034728,-0.010295
2,0.005,2,0.0319,-0.348347,-0.028855,0.134665,-0.007467,-0.020614,-0.022023
2,0.005,2,0.0351,-0.289438,-0.033798,0.124544,-0.006186,-0.026802,-0.021795
2,0.005,2,0.0368,-0.561551,-0.133153,0.138993,-0.011871,-0.019488,-0.060023
2,0.005,2,0.0385,-0.591742,-0.001543,0.152873,-0.004171,-0.026413,-0.019913
2,0.005,2,0.0402,-0.436087,-0.019874,0.096131,-0.00445,-0.015928,-0.021064
2,0.005,2,0.0419,-0.462825,-0.073617,0.172132,-0.006836,-0.044857,-0.038966
2,0.005,2,0.0454,-0.148443,0.010706,0.052972,-0.001732,-0.015571,0.001552
2,0.005,2,0.0472,-0.26649,-0.027647,0.126048,-0.004907,-0.040725,-0.022469
2,0.005,2,0.049,-0.43573,-0.028681,0.113238,-0.002374,-0.037255,-0.029503
2,0.005,2,0.0509,-0.355451,0.03617,0.086421,-0.001645,-0.030725,-0.004051
2,0.005,2,0.0527,-0.387963,0.036913,0.183227,-0.00845,-0.068428,-0.002551
2,0.005,2,0.0545,-0.193191,0.010524,0.149155,-0.005825,-0.054907,-0.005981
2,0.005,2,0.0564,-0.141043,0.020422,0.129202,-0.005125,-0.047422,0.001879
2,0.005,2,0.0583,-0.117897,0.025154,0.111308,-0.003875,-0.041423,0.004556
2,0.005,2,0.0601,-0.159366,-0.010048,0.149883,-0.004913,-0.057002,-0.00856
2,0.005,2,0.062,-0.116401,-0.000817,0.096102,-0.003388,-0.037423,-0.00411
2,0.005,2,0.0639,-0.193838,0.000578,0.080025,-0.003049,-0.035711,-0.005949
2,0.005,2,0.0658,-0.084051,-0.005983,0.075357,-0.002021,-0.029376,-0.003299
2,0.005,2,0.0677,-0.090107,0.005499,0.098849,-0.003803,-0.037741,-0.000384
2,0.005,2,0.0715,-0.108969,0.003825,0.142915,-0.004982,-0.009946,-0.005317
2,0.005,2,0.0734,-0.125193,0.009669,0.109951,-0.003409,-0.015797,-0.007969
2,0.005,2,0.0753,-0.12758,-0.025062,0.035945,1.3E-05,-0.021054,-0.003537
2,0.005,2,0.0772,-0.096923,-0.030451,0.085841,-0.003089,-0.011896,-0.000839
2,0.005,2,0.079,-0.168236,-0.014825,-0.013318,0.003098,-0.027362,-0.004255
2,0.005,2,0.0809,-0.171028,-0.034776,-0.02613,0.002939,-0.026868,-0.001611
2,0.005,2,0.0828,-0.158186,-0.004288,-0.048527,0.0021,-0.028046,-0.004008
2,0.005,2,0.0846,-0.163919,0.022123,-0.050659,-0.005,-0.029556,-0.006005
2,0.005,2,0.0864,-0.108172,0.028273,0.07623,-0.002031,-0.011696,-0.006623
2,0.005,2,0.0882,-0.175293,-0.049478,-0.180469,0.010242,-0.04099,-0.001769
2,0.005,2,0.09,-0.111402,0.004503,-0.015316,0.000106,-0.018249,-0.005138
2,0.005,2,0.0918,-0.145085,0.01293,-0.048389,0.00549,-0.0233,-0.008938
2,0.005,2,0.0953,-0.097151,-0.013152,-0.01,-0.00059,-0.017058,-0.001491
2,0.005,2,0.097,-0.068719,-0.016988,0.078935,-0.00322,-0.003791,0.000333
2,0.005,2,0.0987,-0.05629,-0.006022,0.095105,-0.00316,0.001279,-0.001009
2,0.005,2,0.1003,-0.07312,-0.016024,0.078271,-0.003124,-0.001733,0.000198
2,0.005,2,0.102,-0.051763,-0.001865,0.088052,-0.00297,0.001552,-0.001463
2,0.005,2,0.1052,-0.046413,-0.008537,0.053355,-0.003237,-0.001671,-0.00091
2,0.005,2,0.1067,-0.047213,-0.003676,0.078844,-0.002641,0.002763,-0.001721
2,0.005,2,0.1083,-0.05748,0.002577,0.100046,-0.003232,0.004318,-0.002038
2,0.005,2,0.1097,-0.06883,-0.001386,0.107532,-0.003194,0.005991,-0.002271
2,0.005,2,0.1127,-0.077446,-0.0025,0.068708,-0.002597,0.003903,-0.002232
2,0.005,2,0.1141,-0.165534,-0.005103,0.13147,-0.00343,0.012462,-0.003727
2,0.005,2,0.1168,-0.095577,-7.6E-05,0.088779,-0.002976,0.008382,-0.003476
2,0.005,2,0.118,-0.092651,-0.011181,0.087077,-0.002535,0.0082,-0.001245
2,0.005,2,0.1205,-0.114363,0.002374,0.092059,-0.002148,0.00978,-0.003458
2,0.005,2,0.1217,-0.108773,0.008312,0.088923,-0.002604,0.010501,-0.004942
2,0.005,2,0.124,-0.099859,-0.002628,0.068452,-0.002062,0.00964,-0.002616
2,0.005,2,0.126,-0.119917,-0.011434,0.084458,-0.003007,0.012181,-0.003309
2,0.005,2,0.1279,-0.090456,-0.003283,0.053541,-0.001898,0.009847,-0.002455
2,0.005,2,0.1305,-0.124786,-0.006505,0.057018,-0.00221,0.012995,-0.002854
2,0.005,2,0.1319,-0.116291,0.011886,0.042171,-0.00058,0.01178,-0.005094
2,0.005,2,0.1338,-0.148574,0.008659,0.039178,-0.000732,0.014537,-0.006795
2,0.005,2,0.1359,-0.135693,-0.00384,0.027021,-0.001404,0.014421,-0.00426
2,0.005,3,0,-0.039111,0.007093,-0.000982,0.001819,0.010083,0.000407
2,0.005,3,0.0018,-0.21777,-0.022711,0.074412,-0.008817,0.031256,-0.016613
2,0.005,3,0.0042,-0.028519,-0.00719,0.015536,-0.001865,0.001741,-0.002826
2,0.005,3,0.0064,-0.150187,0.023798,0.051046,0.001421,0.014901,0.000795
2,0.005,3,0.0081,-0.245292,0.075869,-0.030616,0.015158,0.055608,0.0149
2,0.005,3,0.01,-0.420119,0.047179,0.052739,0.006254,0.057941,0.00038
2,0.005,3,0.0121,-0.222724,0.00789,0.083222,-0.0013,0.010662,1.6E-05
2,0.005,3,0.0143,-0.053774,0.006185,0.025033,9.2E-05,0.000217,-0.000691
2,0.005,3,0.0167,-0.359063,0.111058,-0.004324,0.015073,0.052208,0.026177
2,0.005,3,0.018,-0.351876,0.028885,-0.013224,0.00347,0.052731,0.003772
2,0.005,3,0.0206,-0.132295,-0.011618,0.066851,-0.002539,-0.006227,-0.006532
2,0.005,3,0.0219,-0.349792,0.028785,0.171734,-0.003837,-0.018388,-0.004674
2,0.005,3,0.0248,-0.413639,-0.014653,0.070709,-0.004752,0.018011,-0.007966
2,0.005,3,0.0262,-0.223995,-0.028467,0.102783,-0.00581,-0.014007,-0.013264
2,0.005,3,0.0292,-0.261737,-0.060959,0.060133,-0.007109,0.00082,-0.028905
2,0.005,3,0.0308,-0.298783,0.080691,0.111841,-0.002665,-0.016696,0.012408
2,0.005,3,0.0324,-0.311276,-0.025904,0.200676,-0.007518,-0.048843,-0.018119
2,0.005,3,0.034,-0.22345,0.011784,0.121415,-0.002601,-0.028619,-0.002931
2,0.005,3,0.0373,-0.2632,0.060777,0.143554,-0.002923,-0.037521,0.008276
2,0.005,3,0.039,-0.203903,-0.008467,0.067171,-0.000417,-0.014979,-0.010229
2,0.005,3,0.0407,-0.394193,0.069368,0.10012,-0.000835,-0.021538,0.003398
2,0.005,3,0.0424,-0.250477,-0.025461,0.0651,-0.001656,-0.01574,-0.016803
2,0.005,3,0.0442,-0.426998,0.001261,0.217235,-0.007167,-0.068009,-0.015452
2,0.005,3,0.0459,-0.348721,0.032028,0.13622,-0.005521,-0.043285,-0.000872
2,0.005,3,0.0495,-0.110562,-0.010152,0.057535,-0.002056,-0.019628,-0.006265
2,0.005,3,0.0513,-0.195241,-0.005869,0.058952,-0.001276,-0.021198,-0.008405
2,0.005,3,0.0532,-0.100305,-0.001661,0.10019,-0.002822,-0.03581,-0.002917
2,0.005,3,0.055,-0.202652,-0.005353,0.075029,-0.003032,-0.029758,-0.008723
2,0.005,3,0.0569,-0.147932,0.030095,0.108164,-0.005335,-0.040989,0.005648
2,0.005,3,0.0587,-0.213338,0.017866,0.091236,-0.004256,-0.038232,0.001173
2,0.005,3,0.0606,-0.142104,0.031647,0.07581,-0.004313,-0.031501,0.005149
2,0.005,3,0.0625,-0.141253,0.029602,0.058201,-0.003545,-0.026028,0.002104
2,0.005,3,0.0644,-0.079462,0.005296,0.094939,-0.00367,-0.035864,-0.00054
2,0.005,3,0.0663,-0.117623,0.010812,0.091938,-0.004202,-0.037967,-0.000866
2,0.005,3,0.0682,-0.117969,-0.004427,0.098559,-0.0028,-0.040396,-0.005151
2,0.005,3,0.0701,-0.247738,-0.03793,0.147936,-0.00583,-0.022458,-0.005841
2,0.005,3,0.072,-0.121733,-0.026795,0.101343,-0.005869,-0.011986,-0.004694
2,0.005,3,0.0739,-0.112087,-0.010939,0.137785,-0.006285,-0.009588,-0.00356
2,0.005,3,0.0777,-0.120394,-0.034925,0.071498,-0.003755,-0.010704,-0.003057
2,0.005,3,0.0795,-0.078069,-0.000954,0.015605,-0.002639,-0.009203,-0.005102
2,0.005,3,0.0814,-0.067566,-0.018853,0.020708,-0.002385,-0.009859,-0.002248
2,0.005,3,0.0832,-0.056439,-0.023398,0.041404,-0.004188,-0.006676,-0.000302
2,0.005,3,0.0851,-0.069066,-0.034889,0.032205,-0.002402,-0.007101,-0.00029
2,0.005,3,0.0869,-0.133136,-0.030503,-0.19994,0.008049,-0.035952,-0.003296
2,0.005,3,0.0887,-0.096722,-0.087413,-0.122411,0.006707,-0.025986,0.005339
2,0.005,3,0.0905,-0.046376,-0.000908,0.083131,-0.004979,0.000313,-0.002774
2,0.005,3,0.0923,-0.048211,-0.014782,0.064813,-0.004171,-0.000355,-0.00171
2,0.005,3,0.094,-0.048384,0.001517,0.076448,-0.00516,0.001229,-0.002473
2,0.005,3,0.0975,-0.051166,0.002313,0.008055,-0.00434,-0.004335,-0.001834
2,0.005,3,0.0991,-0.044873,-0.009636,0.085924,-0.005408,0.001647,-0.002226
2,0.005,3,0.1008,-0.051008,0.010272,-0.01249,0.001243,-0.006716,-0.004499
2,0.005,3,0.1025,-0.032332,0.008955,0.050373,-0.003995,0.002238,-0.002158
2,0.005,3,0.1041,-0.049317,0.023598,0.003713,-0.003491,-0.002526,-0.004825
2,0.005,3,0.1072,-0.035084,-0.004292,0.041027,-0.00278,0.003083,-0.001251
2,0.005,3,0.1087,-0.042444,-0.008954,0.046343,-0.003065,0.00447,-0.000671
2,0.005,3,0.1102,-0.075521,0.00038,0.083257,-0.004343,0.008316,-0.002419
2,0.005,3,0.1132,-0.060951,-0.003924,0.058293,-0.003591,0.006804,-0.002268
2,0.005,3,0.1146,-0.084943,0.000104,0.094787,-0.004473,0.010096,-0.003731
2,0.005,3,0.1159,-0.088924,-0.012699,0.067733,-0.002675,0.009312,-0.000741
2,0.005,3,0.1186,-0.100309,0.000593,0.062771,-0.002894,0.009568,-0.0034
2,0.005,3,0.1198,-0.101133,-8.9E-05,0.053718,-0.002866,0.009549,-0.003878
2,0.005,3,0.1222,-0.167722,0.014465,0.090206,-0.002862,0.016267,-0.007766
2,0.005,3,0.1245,-0.12117,-0.010863,0.06478,-0.003468,0.012906,-0.00357
2,0.005,3,0.1266,-0.098776,-0.00379,0.046757,-0.002102,0.010799,-0.003085
2,0.005,3,0.1285,-0.119331,-0.003401,0.059092,-0.002807,0.013436,-0.004055
2,0.005,3,0.1302,-0.137178,-0.00595,0.062542,-0.002801,0.015614,-0.003559
2,0.005,3,0.1325,-0.137104,-0.004448,0.057425,-0.002474,0.015595,-0.00412
2,0.005,3,0.1343,-0.139975,0.000528,0.039887,-0.001374,0.014486,-0.004978
2,0.005,3,0.1361,-0.133245,0.003138,0.028418,-0.00057,0.014624,-0.004898
2,0.005,4,0,-0.014978,0.004204,-0.000218,0.001095,0.003888,0.000283
2,0.005,4,0.002,-0.106353,0.013483,0.017917,0.002191,0.020256,-0.002323
2,0.005,4,0.0043,-0.103831,0.015693,0.008822,0.002944,0.020074,-0.000564
2,0.005,4,0.0066,-0.193407,0.01216,0.024183,0.001349,0.032113,-0.004026
2,0.005,4,0.0083,-0.216519,-0.047269,0.043678,-0.010271,0.028404,-0.019505
2,0.005,4,0.0102,-0.156326,0.010771,0.007979,0.001771,0.025822,-0.000781
2,0.005,4,0.0122,-0.266104,0.074173,0.023035,0.011109,0.037929,0.009409
2,0.005,4,0.0145,-0.532291,0.158513,-0.064943,0.030111,0.10443,0.020261
2,0.005,4,0.0169,-0.669328,-0.071175,0.154596,-0.013206,0.046128,-0.034
2,0.005,4,0.0181,-0.234989,0.018385,0.018167,0.00148,0.026747,0.005474
2,0.005,4,0.0207,-0.333265,-0.027936,-0.051499,-0.00174,0.059999,-0.01762
2,0.005,4,0.0221,-0.614836,0.040074,-0.107422,0.001146,0.110363,-0.00528
2,0.005,4,0.0249,-0.206942,0.020358,0.062282,6E-06,0.00067,-0.002252
2,0.005,4,0.0264,-0.176636,-0.033253,-0.012619,-0.004615,0.022403,-0.014475
2,0.005,4,0.0278,-0.266969,-0.051863,-0.004625,-0.004034,0.026949,-0.029123
2,0.005,4,0.0309,-0.243593,0.00036,0.036939,0.000219,0.007162,-0.012477
2,0.005,4,0.0325,-0.725634,0.025373,0.142421,3.7E-05,0.00384,-0.017373
2,0.005,4,0.0341,-0.17944,0.01321,0.083152,-0.002429,-0.016677,-0.003574
2,0.005,4,0.0374,-0.149748,-0.008249,0.128002,-0.004007,-0.0366,-0.006587
2,0.005,4,0.0391,-0.095625,-0.009268,0.089087,-0.002745,-0.026759,-0.006044
2,0.005,4,0.0408,-0.373468,-0.102912,0.151717,-0.007051,-0.039374,-0.043524
2,0.005,4,0.0425,-0.196278,0.079187,0.092368,-0.000115,-0.025929,0.020245
2,0.005,4,0.0443,-0.261512,-0.039867,0.136834,-0.006437,-0.041491,-0.022118
2,0.005,4,0.046,-0.406681,-0.003758,0.200492,-0.008608,-0.063905,-0.018874
2,0.005,4,0.0496,-0.362598,0.057308,0.185962,-0.005951,-0.063561,0.005278
2,0.005,4,0.0514,-0.168828,0.004214,0.031062,-0.000888,-0.010624,-0.00152
2,0.005,4,0.0533,-0.256774,-0.008866,0.056845,-0.003168,-0.021484,-0.010059
2,0.005,4,0.0551,-0.108558,-0.005822,0.064828,-0.001602,-0.02383,-0.004498
2,0.005,4,0.057,-0.176861,-0.044803,0.113181,-0.002489,-0.042335,-0.019123
2,0.005,4,0.0588,-0.174693,-0.055347,0.101346,-0.001706,-0.039557,-0.023254
2,0.005,4,0.0607,-0.083641,0.004203,0.080278,-0.002826,-0.03004,-0.001667
2,0.005,4,0.0626,-0.160377,-0.043198,0.115896,-0.00224,-0.04573,-0.018803
2,0.005,4,0.0645,-0.121314,-0.053746,0.088267,-0.000104,-0.035698,-0.019935
2,0.005,4,0.0664,-0.06856,-0.010572,0.087572,-0.002604,-0.032867,-0.005929
2,0.005,4,0.0683,-0.040236,-0.001671,0.072118,-0.002072,-0.026248,-0.002034
2,0.005,4,0.0702,-0.161375,0.022407,0.220658,-0.008685,-0.019368,-0.012187
2,0.005,4,0.0721,-0.118152,0.017632,0.251898,-0.010317,-0.016452,-0.010087
2,0.005,4,0.074,-0.136216,-0.026172,0.232013,-0.005817,-0.015513,-0.010254
2,0.005,4,0.0759,-0.220002,-0.050451,0.114181,-0.006764,-0.033045,-0.006836
2,0.005,4,0.0796,-0.011691,0.009172,0.19092,-0.006313,-0.004048,-0.004076
2,0.005,4,0.0815,-0.083801,0.007694,0.105009,-0.00389,-0.016212,-0.00663
2,0.005,4,0.0833,-0.056128,-0.003442,0.154352,-0.004364,-0.007121,-0.004668
2,0.005,4,0.0852,-0.106259,0.0053,0.035392,-0.003583,-0.021751,-0.003367
2,0.005,4,0.087,-0.077573,-0.03331,-0.009317,-0.003858,-0.023361,0.00067
2,0.005,4,0.0888,-0.080262,-0.021019,0.045046,-0.002783,-0.015092,-0.001664
2,0.005,4,0.0906,-0.072398,-0.016719,0.121634,-0.004681,-0.005386,-0.002502
2,0.005,4,0.0924,-0.066479,-0.027186,0.098526,-0.00341,-0.006979,0.000145
2,0.005,4,0.0941,-0.061617,-0.022492,0.128962,-0.00521,-0.003024,-0.000809
2,0.005,4,0.0959,-0.047891,-0.003131,0.142985,-0.004729,0.001293,-0.002331
2,0.005,4,0.0993,-0.060682,-0.013543,0.14012,-0.004869,0.003679,-0.001862
2,0.005,4,0.1009,-0.064104,-0.000619,0.125801,-0.004128,0.003289,-0.002711
2,0.005,4,0.1026,-0.081086,-0.003476,0.138771,-0.004599,0.004446,-0.002307
2,0.005,4,0.1042,-0.102272,0.00078,0.155358,-0.006418,0.005181,-0.003655
2,0.005,4,0.1073,-0.122108,0.007304,0.140304,-0.005191,0.006658,-0.004408
2,0.005,4,0.1089,-0.112687,0.000174,0.112438,-0.003882,0.006158,-0.003023
2,0.005,4,0.1104,-0.130182,0.006617,0.12586,-0.004159,0.007121,-0.004187
2,0.005,4,0.1118,-0.1313,0.006108,0.098111,-0.002913,0.005057,-0.004087
2,0.005,4,0.1147,-0.164352,-3.3E-05,0.120364,-0.004086,0.009257,-0.004239
2,0.005,4,0.1161,-0.174697,0.01055,0.1245,-0.004095,0.010543,-0.004289
2,0.005,4,0.1187,-0.167975,-0.01175,0.082583,-0.003205,0.00767,-0.003423
2,0.005,4,0.12,-0.192829,-0.000804,0.104013,-0.00356,0.010366,-0.003676
2,0.005,4,0.1224,-0.183687,-0.00322,0.084525,-0.002628,0.009868,-0.003115
2,0.005,4,0.1246,-0.203389,0.003845,0.075722,-0.002312,0.009944,-0.003568
2,0.005,4,0.1267,-0.213197,0.000658,0.081877,-0.002579,0.011995,-0.004338
2,0.005,4,0.1286,-0.241486,-0.00538,0.087517,-0.003416,0.014745,-0.004085
2,0.005,4,0.1304,-0.251141,0.000556,0.078028,-0.002056,0.0151,-0.004304
2,0.005,4,0.132,-0.274262,0.011755,0.068116,-0.001644,0.015201,-0.005992
2,0.005,4,0.134,-0.272269,0.011017,0.046682,-0.000901,0.014221,-0.00475
2,0.005,4,0.136,-0.27153,0.001048,0.032646,-0.001143,0.013739,-0.004495
2,0.005,5,0,-0.066876,-0.019301,-0.013876,-0.004845,0.020646,-0.005237
2,0.005,5,0.0021,-0.081183,-0.005608,0.024144,-0.001375,0.013847,-0.001647
2,0.005,5,0.0044,-0.103618,0.020135,0.044607,0.001984,0.011391,0.000496
2,0.005,5,0.0066,-0.061203,0.022038,0.006403,0.004392,0.011215,0.00329
2,0.005,5,0.0083,-0.286298,-0.012401,0.110855,-0.004783,0.025782,-0.010517
2,0.005,5,0.0102,-0.625352,0.251114,0.060443,0.046153,0.1014,0.034871
2,0.005,5,0.0122,-0.245045,-0.004404,0.012516,-0.001231,0.040906,-0.0149
