timesteps, current B1, voltage,ts
1872,20.592,23.121,6.24
1873,20.797,23.12,6.243
1874,22.3465,23.082,6.247
1875,22.3225,23.074,6.25
1876,22.095,23.074,6.253
1877,22.5045,23.063,6.257
1878,22.4205,23.062,6.26
1879,22.6885,23.101,6.263
1880,21.7435,23.082,6.267
1881,21.6165,23.102,6.27
1882,21.4785,23.086,6.273
1883,21.073,23.091,6.277
1884,21.968,23.072,6.28
1885,22.0535,23.068,6.283
1886,22.1145,23.061,6.287
1887,22.0875,23.092,6.29
1888,22.129,23.081,6.293
1889,22.465,23.06,6.297
1890,22.193,23.066,6.3
1891,23.0555,23.053,6.303
1892,23.0685,23.044,6.307
1893,22.529,23.052,6.31
1894,22.132,23.059,6.313
1895,22.4675,23.072,6.317
1896,22.543,23.069,6.32
1897,22.509,23.046,6.323
1898,22.862,23.043,6.327
1899,22.792,23.047,6.33
1900,22.5945,23.067,6.333
1901,23.0485,23.03,6.337
1902,22.432,23.046,6.34
1903,22.677,23.048,6.343
1904,22.529,23.063,6.347
1905,22.701,23.051,6.35
1906,22.2215,23.045,6.353
1907,22.1515,23.047,6.357
1908,22.2655,23.053,6.36
1909,22.4635,23.044,6.363
1910,22.153,23.056,6.367
1911,22.543,23.033,6.37
1912,22.428,23.051,6.373
1913,23.72,23.03,6.377
1914,23.373,23.022,6.38
1915,22.9385,23.055,6.383
1916,22.8475,23.024,6.387
1917,21.8555,23.042,6.39
1918,23.4355,23.018,6.393
1919,23.0825,23.029,6.397
1920,23.04,23.025,6.4
1921,22.5885,23.04,6.403
1922,22.321,23.028,6.407
1923,23.323,23.028,6.41
1924,23.35,23.017,6.413
1925,24.1485,22.997,6.417
1926,24.0675,23.002,6.42
1927,23.2745,23.003,6.423
1928,23.1265,23.017,6.427
1929,22.966,23.019,6.43
1930,22.3895,23.031,6.433
1931,22.7695,23.021,6.437
1932,22.8475,23.027,6.44
1933,22.28,23.033,6.443
1934,21.7205,23.034,6.447
1935,22.2715,23.028,6.45
1936,22.644,23.033,6.453
1937,22.929,23.025,6.457
1938,22.23,23.044,6.46
1939,22.3525,23.025,6.463
1940,22.6825,23.022,6.467
1941,22.6315,23.02,6.47
1942,23.0285,23.006,6.473
1943,23.3815,22.994,6.477
1944,22.6825,23.018,6.48
1945,23.0525,23.002,6.483
1946,23.1295,23.003,6.487
1947,23.656,22.993,6.49
1948,25.502,22.964,6.493
1949,24.9895,22.962,6.497
1950,25.0195,22.958,6.5
1951,25.691,22.939,6.503
1952,24.0615,22.97,6.507
1953,24.836,22.978,6.51
1954,25.1475,22.953,6.513
1955,25.109,22.95,6.517
1956,26.871,22.938,6.52
1957,26.7045,22.94,6.523
1958,27.96,22.903,6.527
1959,27.5385,22.914,6.53
1960,27.3025,22.91,6.533
1961,27.254,22.917,6.537
1962,26.9095,22.91,6.54
1963,26.3945,22.926,6.543
1964,27.1925,22.908,6.547
1965,28.3995,22.883,6.55
1966,28.122,22.889,6.553
1967,27.7305,22.893,6.557
1968,29.898,22.858,6.56
1969,29.861,22.854,6.563
1970,28.2445,22.885,6.567
1971,25.5875,22.915,6.57
1972,26.3575,22.901,6.573
1973,24.9115,22.934,6.577
1974,22.3325,22.98,6.58
1975,22.8575,22.965,6.583
1976,23.505,22.965,6.587
1977,23.1055,22.964,6.59
1978,25.216,22.92,6.593
1979,22.012,22.989,6.597
1980,28.3525,22.873,6.6
1981,23.891,22.938,6.603
1982,27.4375,22.885,6.607
1983,21.5055,22.987,6.61
1984,20.111,23.019,6.613
1985,20.3455,23.007,6.617
1986,23.6245,22.947,6.62
1987,24.702,22.945,6.623
1988,22.5275,22.983,6.627
1989,20.6845,22.994,6.63
1990,19.6285,23.028,6.633
1991,22.304,22.976,6.637
1992,22.321,22.97,6.64
1993,24.5795,22.946,6.643
1994,24.9355,22.919,6.647
1995,24.409,22.961,6.65
1996,25.0765,22.92,6.653
1997,20.8835,22.994,6.657
1998,20.219,23.01,6.66
1999,19.2425,23.027,6.663
2000,18.4485,23.04,6.667
2001,20.5775,23.002,6.67
2002,21.749,22.973,6.673
2003,23.871,22.945,6.677
2004,25.8465,22.932,6.68
2005,24.638,22.937,6.683
2006,23.5705,22.947,6.687
2007,22.401,22.965,6.69
2008,20.733,22.988,6.693
2009,18.1855,23.031,6.697
2010,14.1235,23.114,6.7
2011,19.4775,23.03,6.703
2012,19.604,23.033,6.707
2013,19.516,23.018,6.71
2014,20.5565,23.013,6.713
2015,22.896,22.967,6.717
2016,24.806,22.936,6.72
2017,23.35,22.953,6.723
2018,23.155,22.949,6.727
2019,22.909,22.955,6.73
2020,21.3175,22.999,6.733
2021,23.2915,22.944,6.737
2022,26.6605,22.895,6.74
2023,31.4835,22.807,6.743
2024,33.556,22.777,6.747
2025,34.3625,22.761,6.75
2026,33.399,22.769,6.753
2027,28.7755,22.841,6.757
2028,21.167,22.961,6.76
2029,18.709,23.012,6.763
2030,20.411,22.987,6.767
2031,22.963,22.935,6.77
2032,23.2065,22.927,6.773
2033,23.158,22.937,6.777
2034,21.6095,22.957,6.78
2035,21.85,22.956,6.783
2036,22.933,22.939,6.787
2037,23.471,22.928,6.79
2038,23.8295,22.919,6.793
2039,23.797,22.919,6.797
2040,24.54,22.909,6.8
2041,24.897,22.899,6.803
2042,23.8425,22.916,6.807
2043,24.0105,22.925,6.81
2044,24.947,22.89,6.813
2045,27.409,22.869,6.817
2046,27.311,22.857,6.82
2047,25.9885,22.87,6.823
2048,24.867,22.892,6.827
2049,22.67,22.926,6.83
2050,21.379,22.941,6.833
2051,19.23,22.99,6.837
2052,21.9495,22.958,6.84
2053,23.299,22.935,6.843
2054,24.328,22.905,6.847
2055,26.2635,22.867,6.85
2056,25.6555,22.878,6.853
2057,24.2725,22.902,6.857
2058,23.7115,22.913,6.86
2059,19.7695,22.969,6.863
2060,16.197,23.043,6.867
2061,12.4955,23.112,6.87
2062,14.7995,23.073,6.873
2063,19.6755,22.995,6.877
2064,23.6105,22.916,6.88
2065,23.5395,22.917,6.883
2066,26.047,22.873,6.887
2067,29.0245,22.836,6.89
2068,27.799,22.838,6.893
2069,27.833,22.844,6.897
2070,26.413,22.867,6.9
2071,24.416,22.902,6.903
2072,23.676,22.906,6.907
2073,24.137,22.895,6.91
2074,24.245,22.89,6.913
2075,23.337,22.904,6.917
2076,21.5995,22.937,6.92
2077,22.5915,22.923,6.923
2078,23.7385,22.914,6.927
2079,24.419,22.884,6.93
2080,24.8215,22.879,6.933
2081,24.759,22.89,6.937
2082,24.513,22.881,6.94
2083,23.8525,22.901,6.943
2084,23.3615,22.897,6.947
2085,24.09,22.887,6.95
2086,23.811,22.898,6.953
2087,25.4805,22.867,6.957
2088,25.4025,22.859,6.96
2089,24.207,22.878,6.963
2090,23.8195,22.902,6.967
2091,24.1,22.895,6.97
2092,24.6395,22.87,6.973
2093,24.3845,22.877,6.977
2094,23.693,22.899,6.98
2095,23.895,22.888,6.983
2096,23.8935,22.884,6.987
2097,23.921,22.889,6.99
2098,24.211,22.879,6.993
2099,23.848,22.875,6.997
2100,24.076,22.878,7
2101,23.9395,22.883,7.003
2102,24.473,22.872,7.007
2103,25.008,22.868,7.01
2104,24.4985,22.87,7.013
2105,23.222,22.889,7.017
2106,23.172,22.886,7.02
2107,24.0845,22.879,7.023
2108,24.887,22.861,7.027
2109,24.372,22.873,7.03
2110,26.316,22.833,7.033
2111,26.726,22.837,7.037
2112,26.582,22.836,7.04
2113,25.909,22.838,7.043
2114,24.624,22.857,7.047
2115,24.137,22.863,7.05
2116,24.184,22.859,7.053
2117,23.3715,22.876,7.057
2118,23.199,22.872,7.06
2119,23.074,22.89,7.063
2120,23.1595,22.898,7.067
2121,23.602,22.885,7.07
2122,24.2365,22.863,7.073
2123,25.1235,22.851,7.077
2124,24.8375,22.852,7.08
2125,24.211,22.858,7.083
2126,24.217,22.858,7.087
2127,23.5265,22.869,7.09
2128,23.269,22.891,7.093
2129,24.433,22.865,7.097
2130,24.2495,22.855,7.1
2131,24.164,22.856,7.103
2132,24.739,22.855,7.107
2133,24.322,22.851,7.11
2134,23.451,22.871,7.113
2135,23.108,22.873,7.117
2136,22.5785,22.879,7.12
2137,23.928,22.872,7.123
2138,26.101,22.83,7.127
2139,25.885,22.828,7.13
2140,26.6165,22.812,7.133
2141,26.861,22.809,7.137
2142,26.561,22.811,7.14
2143,25.0025,22.836,7.143
2144,24.3105,22.856,7.147
2145,24.524,22.856,7.15
2146,24.157,22.85,7.153
2147,24.3735,22.849,7.157
2148,24.0745,22.86,7.16
2149,24.6765,22.833,7.163
2150,24.877,22.836,7.167
2151,25.089,22.837,7.17
2152,25.3525,22.832,7.173
2153,25.421,22.829,7.177
2154,24.6055,22.839,7.18
2155,23.6175,22.845,7.183
2156,12.229,23.049,7.187
2157,8.7365,23.105,7.19
2158,7.6235,23.144,7.193
2159,6.424,23.153,7.197
2160,4.4755,23.193,7.2
2161,3.697,23.228,7.203
2162,3.7585,23.238,7.207
2163,3.8325,23.21,7.21
2164,3.8025,23.221,7.213
2165,3.7925,23.23,7.217
2166,-0.27,23.308,7.22
2167,-0.283,23.307,7.223
2168,-0.2915,23.319,7.227
2169,-0.357,23.315,7.23
2170,-0.454,23.329,7.233
2171,-0.512,23.344,7.237
2172,-0.38,23.333,7.24
2173,-0.39,23.328,7.243
2174,-0.404,23.339,7.247
2175,-0.434,23.34,7.25
2176,-0.4525,23.342,7.253
2177,-0.4625,23.362,7.257
2178,-0.3785,23.354,7.26
2179,-0.4465,23.365,7.263
2180,-0.427,23.351,7.267
2181,-0.565,23.369,7.27
2182,-0.428,23.365,7.273
2183,-0.428,23.369,7.277
2184,-0.4025,23.381,7.28
2185,-0.421,23.381,7.283
2186,-0.431,23.39,7.287
2187,-0.448,23.398,7.29
2188,-0.411,23.381,7.293
